config_name,scenario_name,avg_waiting_time_sec,max_waiting_time_sec,passengers_served,passengers_left_behind,avg_occupancy_rate,max_occupancy_rate,avg_train_delay_sec,max_train_delay_sec,delay_propagation_count,failed_trains,operational_cost_index,total_system_cost
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",12.34985332906939,15.024565182433129,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,465.94926664534694
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",16.899465796397305,25.411987579801536,4,0,0.0003252032520325203,0.013333333333333334,0.0,0,0,0,4.2,5.326631053093154
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",83.92513193541973,89.69432190855193,10,0,0.0008333333333333333,0.03333333333333333,0.0,0,0,1,4.6000000000000005,18.58752198923662
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",49.71008254754487,54.75455247505974,5,0,0.0004065040650406504,0.016666666666666666,0.0,0,0,0,4.2,8.342506878962073
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",6.878716055206888,12.093238399401947,302,197,0.025166666666666664,1.0,0.0,0,0,1,4.6000000000000005,433.222870811208
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",78.39929222796133,83.74692487625654,12,0,0.000975609756097561,0.04,0.0,0,0,0,4.2,19.879858445592266
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",10.898113729258327,57.07033040247045,302,198,0.024552845528455283,1.0,0.0,0,0,0,4.2,455.05383910393357
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",61.94795473519158,71.5525308360966,7,0,0.0005833333333333334,0.023333333333333334,0.0,0,0,0,4.2,11.42726138577235
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",8.598575933381465,81.15237695159732,302,198,0.024552845528455283,1.0,0.0,0,0,0,4.2,443.4794988646867
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",26.471975489755035,29.28556039230911,300,200,0.025,1.0,0.0,0,0,1,4.6000000000000005,536.9598774487752
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",20.985487579294748,23.76958179480287,300,198,0.024390243902439025,1.0,0.0,0,0,0,4.2,505.12743789647374
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",16.340709960358456,25.733238332597452,301,199,0.025083333333333336,1.0,0.0,0,0,0,4.2,484.1758949677983
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",25.529115237850018,28.37641091737269,300,200,0.025,1.0,0.0,0,0,0,4.2,531.8455761892501
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",35.869401651389786,39.32373057873902,5,0,0.00041666666666666664,0.016666666666666666,0.0,0,0,0,4.2,7.189116804282483
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",36.30707344510166,39.132734428353736,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,585.7353672255083
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.556111387968117,87.8402773524264,286,0,0.024444444444444446,0.9433333333333334,0.0,0,0,1,4.6000000000000005,26.31746428264802
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",18.632486239283253,25.357486673777146,14,0,0.0011666666666666668,0.04666666666666667,0.0,0,0,0,4.2,8.547580122499426
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",76.59078527175988,85.96932682147387,10,0,0.0008333333333333333,0.03333333333333333,0.0,0,0,0,4.2,16.96513087862665
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",10.96629354949184,13.849390262554877,300,200,0.025,1.0,0.0,0,0,0,4.2,459.0314677474592
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",29.191473240512938,33.98226915416025,11,0,0.0008943089430894309,0.03666666666666667,0.0,0,0,0,4.2,9.551770094094039
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",56.3323667040689,66.78947961001174,8,0,0.0006666666666666668,0.02666666666666667,0.0,0,0,0,4.2,11.710982227209186
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",73.42122466424885,80.33033479811981,6,0,0.0005,0.02,0.0,0,0,1,4.6000000000000005,11.942122466424886
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",49.9928367806624,56.67733527221577,6,0,0.0004878048780487805,0.02,0.0,0,0,0,4.2,9.19928367806624
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",36.59906188119748,41.60143836757762,12,0,0.001,0.04,0.0,0,0,0,4.2,11.519812376239496
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",77.15036476444405,83.21948512913683,7,0,0.0005691056910569106,0.023333333333333334,0.0,0,0,0,4.2,13.200875889185141
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",70.43069592204141,78.30263379393591,9,0,0.0007692307692307692,0.03,0.0,0,0,1,4.6000000000000005,15.164604388306213
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",98.44012457891154,103.97786066849058,6,0,0.0005128205128205128,0.02,0.0,0,0,1,4.6000000000000005,14.444012457891155
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",5.487816789275731,55.91429771285926,304,196,0.025333333333333336,1.0,0.0,0,0,0,4.2,424.004938398997
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",21.508543332711106,24.31418831005497,301,199,0.025083333333333336,1.0,0.0,0,0,0,4.2,510.1011923857674
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",67.07881619627048,74.82249188931314,4,0,0.0003252032520325203,0.013333333333333334,0.0,0,0,0,4.2,8.671921079751366
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",25.157352416577435,29.352984208726852,12,0,0.001,0.04,0.0,0,0,1,4.6000000000000005,9.631470483315487
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",206.56046071964033,213.18835306434764,6,0,0.0005128205128205128,0.02,0.0,0,0,1,4.6000000000000005,25.256046071964036
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.970477702436006,22.32996980907285,301,199,0.025083333333333336,1.0,0.0,0,0,0,4.2,427.13522980722064
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",15.519491204350839,42.39327605757663,302,198,0.024552845528455283,1.0,0.0,0,0,0,4.2,478.3147723952326
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",22.33682481720407,25.13512784357672,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,515.8841240860204
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",7.684788926435276,10.451291432002556,300,196,0.025,1.0,0.0,0,0,1,4.6000000000000005,435.0239446321764
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",35.193252043672125,38.01096591983076,300,200,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,580.5662602183606
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",9.90642821760384,12.674296333886554,301,199,0.025083333333333336,1.0,0.0,0,0,0,4.2,451.89724822497925
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",29.641095498096348,32.314238983464975,300,200,0.02631578947368421,1.0,0.0,0,0,2,5.0,553.2054774904817
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",11.677049813804265,44.808907365103224,302,198,0.025166666666666664,1.0,0.0,0,0,0,4.2,458.9744840628148
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",27.598900532543777,30.231277855410426,300,200,0.025,1.0,0.0,0,0,1,4.6000000000000005,542.5945026627189
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",34.82505565694258,37.62367725562608,300,200,0.025,1.0,0.0,0,0,0,4.2,578.3252782847129
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.5265056040725495,125.91553874919352,243,0,0.020249999999999997,0.7966666666666666,0.0,0,0,0,4.2,22.532347696493822
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",27.849342271520015,32.45799752003946,10,0,0.0008547008547008547,0.03333333333333333,0.0,0,0,1,4.6000000000000005,9.241557045253337
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",24.495419554475934,32.726717378736566,9,0,0.00075,0.03,0.0,0,0,0,4.2,7.874312933171391
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",56.063343261942336,59.03514720863558,8,0,0.0007207207207207207,0.02666666666666667,0.0,0,0,3,5.4,12.875112434925645
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",100.33389058000908,106.18960363034961,9,0,0.00075,0.03,0.0,0,0,0,4.2,19.250083587001363
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",22.187065314670267,24.890037615923127,300,200,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,515.5353265733513
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",2.611811712644955,27.452761501101435,222,0,0.0185,0.7333333333333333,0.0,0,0,1,4.6000000000000005,14.263703336786335
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.788705786620336,59.50728867143266,306,194,0.024878048780487806,1.0,0.0,0,0,0,4.2,416.6223995117637
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.5792267071809665,73.78386653858979,264,0,0.021463414634146343,0.8566666666666667,0.0,0,0,0,4.2,24.348597511596253
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",27.66944322672413,30.47741360578408,300,200,0.025,1.0,0.0,0,0,0,4.2,542.5472161336206
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",50.339315392467306,57.1572248201461,15,0,0.00125,0.05,0.0,0,0,0,4.2,16.784828848116828
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",20.90887065516292,23.663560990484605,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,508.7443532758146
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",101.12329690157492,109.56587501412164,12,0,0.001,0.04,0.0,0,0,0,4.2,24.42465938031498
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",24.70756373906731,27.42225959501812,300,200,0.025,1.0,0.0,0,0,1,4.6000000000000005,528.1378186953366
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",52.14647103222567,55.408079201118994,9,0,0.0007692307692307692,0.03,0.0,0,0,1,4.6000000000000005,12.421970654833851
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",40.07699684871721,49.33213008427808,3,0,0.0002564102564102564,0.01,0.0,0,0,1,4.6000000000000005,6.603849842435861
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",22.26892359913005,25.016202320524908,301,199,0.024471544715447158,1.0,0.0,0,0,0,4.2,513.9157667223025
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",55.575277627913884,70.1753796147203,3,0,0.00025,0.01,0.0,0,0,0,4.2,6.978763881395695
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",32.8122562788436,35.64270668361454,300,200,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,568.661281394218
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",57.29613976304589,59.69747909453625,6,0,0.0005,0.02,0.0,0,0,0,4.2,9.92961397630459
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",25.2642845697637,27.55727353088983,14,0,0.0011965811965811966,0.04666666666666667,0.0,0,0,1,4.6000000000000005,10.494999732944864
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",1.9127663411400306,28.90229140672193,97,0,0.008508771929824561,0.30666666666666664,0.0,0,0,1,4.6000000000000005,7.69230558484305
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",45.973947315860904,48.63288762506598,300,200,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,634.4697365793045
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",29.006163256235826,32.21132952287215,300,200,0.025,1.0,0.0,0,0,0,4.2,549.2308162811792
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",22.123571405505857,25.178587704105453,301,199,0.02572649572649573,1.0,0.0,0,0,1,4.6000000000000005,513.5865832176211
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",30.368844726707398,36.82730198572011,7,0,0.0005833333333333334,0.023333333333333334,0.0,0,0,0,4.2,7.74303188478253
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",84.78662539430984,89.25338316066802,2,0,0.00016260162601626016,0.006666666666666667,0.0,0,0,0,4.2,7.026220846476995
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",26.91535114475644,28.86171518875831,11,0,0.0009166666666666666,0.03666666666666667,0.0,0,0,1,4.6000000000000005,9.534481043205348
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",105.84416473072724,115.21411462707162,5,0,0.0004065040650406504,0.016666666666666666,0.0,0,0,0,4.2,13.020347060893936
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",38.015683855407524,41.03405007868713,7,0,0.0005691056910569106,0.023333333333333334,0.0,0,0,0,4.2,8.635163116464211
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",30.078274298410975,33.02504354314149,300,200,0.025,1.0,0.0,0,0,1,4.6000000000000005,554.9913714920549
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",34.52173826720229,37.375808162760286,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,576.8086913360114
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.844433442636078,48.111568395809584,305,195,0.025416666666666664,1.0,0.0,0,0,1,4.6000000000000005,419.2258700000667
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",25.084451388078023,27.868207413173934,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,529.6222569403901
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",8.830837697033033,29.74825052531797,301,199,0.025083333333333336,1.0,0.0,0,0,1,4.6000000000000005,446.90136911344905
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",21.14021620343585,24.778247144658685,9,0,0.0007692307692307692,0.03,0.0,0,0,2,5.0,8.171032430515377
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",75.01801247929222,86.28004276164921,9,0,0.00075,0.03,0.0,0,0,1,4.6000000000000005,15.852701871893835
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",54.6428984704018,60.01835984330303,3,0,0.00025,0.01,0.0,0,0,0,4.2,6.93214492352009
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",27.340672962519722,30.042658447909844,300,200,0.024390243902439025,1.0,0.0,0,0,0,4.2,540.9033648125986
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",65.44628631436574,71.85271661856659,8,0,0.0006666666666666668,0.02666666666666667,0.0,0,0,1,4.6000000000000005,13.3261715085821
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",25.497394143208247,32.04909998749581,11,0,0.0008943089430894309,0.03666666666666667,0.0,0,0,0,4.2,8.87452225958818
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",4.209124376624046,63.929941303531784,288,0,0.024,0.9566666666666667,0.0,0,0,0,4.2,24.40379700779542
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",38.342518769780945,42.87979614812447,6,0,0.0004878048780487805,0.02,0.0,0,0,0,4.2,8.034251876978095
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",55.68848122086903,59.81322162078659,6,0,0.0004878048780487805,0.02,0.0,0,0,0,4.2,9.768848122086904
3-car / 1.5 min,"OFF-PEAK
(Low, Stable)",22.11841056419058,25.053124792148548,300,200,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,515.1920528209529
